"Publication_Year","Table","Health_Indicator_Desc","Strata","Strata_Name","County","Rank_Order","Denominator_Total","Denominator_Average","Denominator_Label","Denominator_Year_Period","Numerator_Total","Numerator_Average","Numerator_Label","Numerator_Year_Period","Rate_Multiplier","Rate/Percentage","Rate/Percentage_Label","Age-Adjusted_Rate","Age-Adjusted_Rate_Label","Lower_Confidence_Limit","Upper_Confidence_Limit","Healthy_People_Decade","Healthy_People_Objective_Number","Healthy_People_Objective_Target","Healthy_People_Objective_Met","Denominator_Annotation_Code","Numerator_Annotation_Code","Rates_Annotation_Code","Annotation_Desc"
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,San Luis Obispo,12,279321,279321.0,Population,2018,809,269.7,Deaths,2017-2019,100000,96.5,Crude Death Rate,65.8,Age-Adjusted Death Rate,61.1,70.4,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Sonoma,13,500499,500499.0,Population,2018,1458,486.0,Deaths,2017-2019,100000,97.1,Crude Death Rate,66.1,Age-Adjusted Death Rate,62.6,69.5,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Imperial,14,188948,188948.0,Population,2018,400,133.3,Deaths,2017-2019,100000,70.6,Crude Death Rate,66.5,Age-Adjusted Death Rate,59.8,73.2,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Santa Barbara,15,452953,452953.0,Population,2018,1175,391.7,Deaths,2017-2019,100000,86.5,Crude Death Rate,68.3,Age-Adjusted Death Rate,64.3,72.3,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Sierra,16,3136,3136.0,Population,2018,15,5.0,Deaths,2017-2019,100000,159.4,Crude Death Rate,68.5,Age-Adjusted Death Rate,38.3,113.0,2020,HDS-2,103.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Calaveras,17,44572,44572.0,Population,2018,184,61.3,Deaths,2017-2019,100000,137.6,Crude Death Rate,68.7,Age-Adjusted Death Rate,58.4,79.0,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Inyo,18,18522,18522.0,Population,2018,73,24.3,Deaths,2017-2019,100000,131.4,Crude Death Rate,69.8,Age-Adjusted Death Rate,54.5,88.0,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Glenn,19,28755,28755.0,Population,2018,72,24.0,Deaths,2017-2019,100000,83.5,Crude Death Rate,70.9,Age-Adjusted Death Rate,55.3,89.6,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,San Diego,20,3344438,3344438.0,Population,2018,8045,2681.7,Deaths,2017-2019,100000,80.2,Crude Death Rate,71.2,Age-Adjusted Death Rate,69.6,72.8,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Trinity,21,13385,13385.0,Population,2018,56,18.7,Deaths,2017-2019,100000,139.5,Crude Death Rate,71.4,Age-Adjusted Death Rate,53.0,94.1,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Yolo,22,222054,222054.0,Population,2018,455,151.7,Deaths,2017-2019,100000,68.3,Crude Death Rate,71.5,Age-Adjusted Death Rate,64.9,78.2,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Nevada,23,98626,98626.0,Population,2018,423,141.0,Deaths,2017-2019,100000,143.0,Crude Death Rate,71.7,Age-Adjusted Death Rate,64.5,78.9,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Orange,24,3215372,3215372.0,Population,2018,8433,2811.0,Deaths,2017-2019,100000,87.4,Crude Death Rate,71.9,Age-Adjusted Death Rate,70.4,73.5,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Modoc,25,9487,9487.0,Population,2018,38,12.7,Deaths,2017-2019,100000,133.5,Crude Death Rate,73.5,Age-Adjusted Death Rate,50.6,103.3,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,El Dorado,26,189360,189360.0,Population,2018,684,228.0,Deaths,2017-2019,100000,120.4,Crude Death Rate,74.3,Age-Adjusted Death Rate,68.5,80.1,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Placer,27,389278,389278.0,Population,2018,1242,414.0,Deaths,2017-2019,100000,106.4,Crude Death Rate,75.1,Age-Adjusted Death Rate,70.9,79.3,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Madera,28,158511,158511.0,Population,2018,398,132.7,Deaths,2017-2019,100000,83.7,Crude Death Rate,75.7,Age-Adjusted Death Rate,68.2,83.2,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Ventura,29,855713,855713.0,Population,2018,2508,836.0,Deaths,2017-2019,100000,97.7,Crude Death Rate,78.3,Age-Adjusted Death Rate,75.1,81.4,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Colusa,30,22260,22260.0,Population,2018,60,20.0,Deaths,2017-2019,100000,89.8,Crude Death Rate,79.0,Age-Adjusted Death Rate,59.7,102.6,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Napa,31,140573,140573.0,Population,2018,506,168.7,Deaths,2017-2019,100000,120.0,Crude Death Rate,80.1,Age-Adjusted Death Rate,72.9,87.4,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,CALIFORNIA,,39817785,39817785.0,Population,2018,112236,37412.0,Deaths,2017-2019,100000,94.0,Crude Death Rate,80.6,Age-Adjusted Death Rate,80.2,81.1,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Siskiyou,32,44128,44128.0,Population,2018,189,63.0,Deaths,2017-2019,100000,142.8,Crude Death Rate,81.1,Age-Adjusted Death Rate,68.8,93.4,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,San Joaquin,33,760310,760310.0,Population,2018,1869,623.0,Deaths,2017-2019,100000,81.9,Crude Death Rate,81.7,Age-Adjusted Death Rate,77.9,85.4,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Butte,34,227353,227353.0,Population,2018,799,266.3,Deaths,2017-2019,100000,117.1,Crude Death Rate,82.8,Age-Adjusted Death Rate,76.8,88.8,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Mendocino,35,88875,88875.0,Population,2018,325,108.3,Deaths,2017-2019,100000,121.9,Crude Death Rate,86.7,Age-Adjusted Death Rate,77.0,96.3,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Plumas,36,18702,18702.0,Population,2018,103,34.3,Deaths,2017-2019,100000,183.6,Crude Death Rate,88.3,Age-Adjusted Death Rate,70.0,106.5,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Sacramento,37,1537386,1537386.0,Population,2018,4582,1527.3,Deaths,2017-2019,100000,99.3,Crude Death Rate,89.7,Age-Adjusted Death Rate,87.0,92.3,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Amador,38,38146,38146.0,Population,2018,188,62.7,Deaths,2017-2019,100000,164.3,Crude Death Rate,90.2,Age-Adjusted Death Rate,76.8,103.6,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Tuolumne,39,52843,52843.0,Population,2018,268,89.3,Deaths,2017-2019,100000,169.1,Crude Death Rate,91.4,Age-Adjusted Death Rate,79.7,103.0,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Del Norte,40,27419,27419.0,Population,2018,100,33.3,Deaths,2017-2019,100000,121.6,Crude Death Rate,92.9,Age-Adjusted Death Rate,74.2,111.5,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Los Angeles,41,10269935,10269935.0,Population,2018,33630,11210.0,Deaths,2017-2019,100000,109.2,Crude Death Rate,95.0,Age-Adjusted Death Rate,94.0,96.1,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Lassen,42,30527,30527.0,Population,2018,96,32.0,Deaths,2017-2019,100000,104.8,Crude Death Rate,95.5,Age-Adjusted Death Rate,76.9,117.2,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Merced,43,279433,279433.0,Population,2018,700,233.3,Deaths,2017-2019,100000,83.5,Crude Death Rate,98.3,Age-Adjusted Death Rate,90.9,105.6,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Sutter,44,101337,101337.0,Population,2018,359,119.7,Deaths,2017-2019,100000,118.1,Crude Death Rate,98.9,Age-Adjusted Death Rate,88.5,109.3,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Riverside,45,2420714,2420714.0,Population,2018,8760,2920.0,Deaths,2017-2019,100000,120.6,Crude Death Rate,99.5,Age-Adjusted Death Rate,97.4,101.6,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Humboldt,46,135765,135765.0,Population,2018,511,170.3,Deaths,2017-2019,100000,125.5,Crude Death Rate,99.6,Age-Adjusted Death Rate,90.7,108.6,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,San Bernardino,47,2178940,2178940.0,Population,2018,5880,1960.0,Deaths,2017-2019,100000,90.0,Crude Death Rate,102.0,Age-Adjusted Death Rate,99.3,104.7,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Mariposa,48,17904,17904.0,Population,2018,111,37.0,Deaths,2017-2019,100000,206.7,Crude Death Rate,102.5,Age-Adjusted Death Rate,82.3,122.7,2020,HDS-2,103.4,Y,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Tulare,49,475781,475781.0,Population,2018,1342,447.3,Deaths,2017-2019,100000,94.0,Crude Death Rate,103.5,Age-Adjusted Death Rate,97.9,109.1,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Fresno,50,1010837,1010837.0,Population,2018,3072,1024.0,Deaths,2017-2019,100000,101.3,Crude Death Rate,104.8,Age-Adjusted Death Rate,101.1,108.6,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Lake,51,65020,65020.0,Population,2018,309,103.0,Deaths,2017-2019,100000,158.4,Crude Death Rate,105.5,Age-Adjusted Death Rate,93.2,117.8,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Kings,52,153318,153318.0,Population,2018,392,130.7,Deaths,2017-2019,100000,85.2,Crude Death Rate,112.2,Age-Adjusted Death Rate,100.9,123.5,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Tehama,53,64703,64703.0,Population,2018,306,102.0,Deaths,2017-2019,100000,157.6,Crude Death Rate,114.2,Age-Adjusted Death Rate,101.0,127.4,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Kern,54,907055,907055.0,Population,2018,2729,909.7,Deaths,2017-2019,100000,100.3,Crude Death Rate,115.3,Age-Adjusted Death Rate,110.9,119.7,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Stanislaus,55,554616,554616.0,Population,2018,1939,646.3,Deaths,2017-2019,100000,116.5,Crude Death Rate,116.2,Age-Adjusted Death Rate,111.0,121.4,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Shasta,56,178239,178239.0,Population,2018,961,320.3,Deaths,2017-2019,100000,179.7,Crude Death Rate,119.2,Age-Adjusted Death Rate,111.5,127.0,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Yuba,57,77426,77426.0,Population,2018,295,98.3,Deaths,2017-2019,100000,127.0,Crude Death Rate,132.5,Age-Adjusted Death Rate,116.9,148.1,2020,HDS-2,103.4,N,,,,
2021,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Alpine,58,1134,1134.0,Population,2018,9,3.0,Deaths,2017-2019,100000,264.6,Crude Death Rate,187.9,Age-Adjusted Death Rate,81.1,370.3,2020,HDS-2,103.4,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Mono,1,13827,13827.0,Population,2018,5,1.7,Deaths,2017-2019,100000,12.1,Crude Death Rate,12.3,Age-Adjusted Death Rate,3.4,31.6,2020,HDS-3,34.8,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Plumas,2,18702,18702.0,Population,2018,24,8.0,Deaths,2017-2019,100000,42.8,Crude Death Rate,22.4,Age-Adjusted Death Rate,13.3,35.4,2020,HDS-3,34.8,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Marin,3,262326,262326.0,Population,2018,319,106.3,Deaths,2017-2019,100000,40.5,Crude Death Rate,23.9,Age-Adjusted Death Rate,21.3,26.6,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,El Dorado,4,189360,189360.0,Population,2018,225,75.0,Deaths,2017-2019,100000,39.6,Crude Death Rate,24.7,Age-Adjusted Death Rate,21.4,28.1,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Mateo,5,774570,774570.0,Population,2018,927,309.0,Deaths,2017-2019,100000,39.9,Crude Death Rate,25.5,Age-Adjusted Death Rate,23.7,27.2,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Calaveras,6,44572,44572.0,Population,2018,69,23.0,Deaths,2017-2019,100000,51.6,Crude Death Rate,26.7,Age-Adjusted Death Rate,20.3,34.4,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Imperial,7,188948,188948.0,Population,2018,165,55.0,Deaths,2017-2019,100000,29.1,Crude Death Rate,27.7,Age-Adjusted Death Rate,23.4,32.0,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Mariposa,8,17904,17904.0,Population,2018,29,9.7,Deaths,2017-2019,100000,54.0,Crude Death Rate,27.7,Age-Adjusted Death Rate,17.9,40.9,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Tehama,9,64703,64703.0,Population,2018,74,24.7,Deaths,2017-2019,100000,38.1,Crude Death Rate,28.6,Age-Adjusted Death Rate,22.2,36.2,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Santa Clara,10,1955946,1955946.0,Population,2018,1995,665.0,Deaths,2017-2019,100000,34.0,Crude Death Rate,29.3,Age-Adjusted Death Rate,28.0,30.6,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Nevada,11,98626,98626.0,Population,2018,182,60.7,Deaths,2017-2019,100000,61.5,Crude Death Rate,29.6,Age-Adjusted Death Rate,25.2,33.9,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Modoc,12,9487,9487.0,Population,2018,17,5.7,Deaths,2017-2019,100000,59.7,Crude Death Rate,30.2,Age-Adjusted Death Rate,17.6,48.4,2020,HDS-3,34.8,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Napa,13,140573,140573.0,Population,2018,197,65.7,Deaths,2017-2019,100000,46.7,Crude Death Rate,30.4,Age-Adjusted Death Rate,26.0,34.8,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Francisco,14,886618,886618.0,Population,2018,1199,399.7,Deaths,2017-2019,100000,45.1,Crude Death Rate,31.0,Age-Adjusted Death Rate,29.2,32.8,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Amador,15,38146,38146.0,Population,2018,68,22.7,Deaths,2017-2019,100000,59.4,Crude Death Rate,31.1,Age-Adjusted Death Rate,24.0,39.8,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Monterey,16,444252,444252.0,Population,2018,448,149.3,Deaths,2017-2019,100000,33.6,Crude Death Rate,31.2,Age-Adjusted Death Rate,28.3,34.2,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Tuolumne,17,52843,52843.0,Population,2018,97,32.3,Deaths,2017-2019,100000,61.2,Crude Death Rate,31.2,Age-Adjusted Death Rate,25.2,38.3,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Santa Barbara,18,452953,452953.0,Population,2018,554,184.7,Deaths,2017-2019,100000,40.8,Crude Death Rate,31.5,Age-Adjusted Death Rate,28.8,34.2,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Santa Cruz,19,275168,275168.0,Population,2018,286,95.3,Deaths,2017-2019,100000,34.6,Crude Death Rate,31.6,Age-Adjusted Death Rate,27.8,35.3,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Madera,20,158511,158511.0,Population,2018,166,55.3,Deaths,2017-2019,100000,34.9,Crude Death Rate,32.2,Age-Adjusted Death Rate,27.2,37.1,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Los Angeles,21,10269935,10269935.0,Population,2018,11296,3765.3,Deaths,2017-2019,100000,36.7,Crude Death Rate,32.4,Age-Adjusted Death Rate,31.8,33.0,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Riverside,22,2420714,2420714.0,Population,2018,2889,963.0,Deaths,2017-2019,100000,39.8,Crude Death Rate,32.7,Age-Adjusted Death Rate,31.4,33.9,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Colusa,23,22260,22260.0,Population,2018,24,8.0,Deaths,2017-2019,100000,35.9,Crude Death Rate,33.4,Age-Adjusted Death Rate,20.9,50.6,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Sonoma,24,500499,500499.0,Population,2018,752,250.7,Deaths,2017-2019,100000,50.1,Crude Death Rate,34.7,Age-Adjusted Death Rate,32.1,37.2,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Inyo,25,18522,18522.0,Population,2018,35,11.7,Deaths,2017-2019,100000,63.0,Crude Death Rate,34.7,Age-Adjusted Death Rate,23.7,49.0,2020,HDS-3,34.8,Y,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Mendocino,26,88875,88875.0,Population,2018,133,44.3,Deaths,2017-2019,100000,49.9,Crude Death Rate,35.5,Age-Adjusted Death Rate,29.3,41.6,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Ventura,27,855713,855713.0,Population,2018,1143,381.0,Deaths,2017-2019,100000,44.5,Crude Death Rate,35.6,Age-Adjusted Death Rate,33.5,37.7,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Trinity,28,13385,13385.0,Population,2018,23,7.7,Deaths,2017-2019,100000,57.3,Crude Death Rate,35.9,Age-Adjusted Death Rate,21.6,56.1,2020,HDS-3,34.8,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,CALIFORNIA,,39817785,39817785.0,Population,2018,49648,16549.3,Deaths,2017-2019,100000,41.6,Crude Death Rate,35.9,Age-Adjusted Death Rate,35.6,36.2,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Yolo,29,222054,222054.0,Population,2018,225,75.0,Deaths,2017-2019,100000,33.8,Crude Death Rate,36.4,Age-Adjusted Death Rate,31.6,41.2,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Orange,30,3215372,3215372.0,Population,2018,4276,1425.3,Deaths,2017-2019,100000,44.3,Crude Death Rate,36.5,Age-Adjusted Death Rate,35.4,37.6,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Kern,31,907055,907055.0,Population,2018,853,284.3,Deaths,2017-2019,100000,31.3,Crude Death Rate,37.0,Age-Adjusted Death Rate,34.4,39.5,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Siskiyou,32,44128,44128.0,Population,2018,90,30.0,Deaths,2017-2019,100000,68.0,Crude Death Rate,37.1,Age-Adjusted Death Rate,29.5,46.1,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Sierra,33,3136,3136.0,Population,2018,8,2.7,Deaths,2017-2019,100000,85.0,Crude Death Rate,37.9,Age-Adjusted Death Rate,16.4,74.6,2020,HDS-3,34.8,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Benito,34,61437,61437.0,Population,2018,74,24.7,Deaths,2017-2019,100000,40.1,Crude Death Rate,38.0,Age-Adjusted Death Rate,29.7,47.8,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Lassen,35,30527,30527.0,Population,2018,35,11.7,Deaths,2017-2019,100000,38.2,Crude Death Rate,38.4,Age-Adjusted Death Rate,26.4,54.0,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Shasta,36,178239,178239.0,Population,2018,297,99.0,Deaths,2017-2019,100000,55.5,Crude Death Rate,38.6,Age-Adjusted Death Rate,34.1,43.2,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Alameda,37,1662730,1662730.0,Population,2018,2216,738.7,Deaths,2017-2019,100000,44.4,Crude Death Rate,38.8,Age-Adjusted Death Rate,37.2,40.5,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Placer,38,389278,389278.0,Population,2018,637,212.3,Deaths,2017-2019,100000,54.5,Crude Death Rate,39.0,Age-Adjusted Death Rate,35.9,42.0,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Diego,39,3344438,3344438.0,Population,2018,4462,1487.3,Deaths,2017-2019,100000,44.5,Crude Death Rate,39.4,Age-Adjusted Death Rate,38.2,40.6,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Butte,40,227353,227353.0,Population,2018,397,132.3,Deaths,2017-2019,100000,58.2,Crude Death Rate,40.2,Age-Adjusted Death Rate,36.1,44.3,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Merced,41,279433,279433.0,Population,2018,284,94.7,Deaths,2017-2019,100000,33.9,Crude Death Rate,40.3,Age-Adjusted Death Rate,35.5,45.0,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Bernardino,42,2178940,2178940.0,Population,2018,2353,784.3,Deaths,2017-2019,100000,36.0,Crude Death Rate,41.2,Age-Adjusted Death Rate,39.5,42.9,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Stanislaus,43,554616,554616.0,Population,2018,686,228.7,Deaths,2017-2019,100000,41.2,Crude Death Rate,41.6,Age-Adjusted Death Rate,38.4,44.7,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Contra Costa,44,1147327,1147327.0,Population,2018,1797,599.0,Deaths,2017-2019,100000,52.2,Crude Death Rate,42.1,Age-Adjusted Death Rate,40.1,44.0,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Kings,45,153318,153318.0,Population,2018,145,48.3,Deaths,2017-2019,100000,31.5,Crude Death Rate,42.1,Age-Adjusted Death Rate,35.1,49.0,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Del Norte,46,27419,27419.0,Population,2018,47,15.7,Deaths,2017-2019,100000,57.1,Crude Death Rate,42.3,Age-Adjusted Death Rate,30.9,56.6,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Tulare,47,475781,475781.0,Population,2018,553,184.3,Deaths,2017-2019,100000,38.7,Crude Death Rate,42.8,Age-Adjusted Death Rate,39.2,46.4,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Fresno,48,1010837,1010837.0,Population,2018,1241,413.7,Deaths,2017-2019,100000,40.9,Crude Death Rate,42.9,Age-Adjusted Death Rate,40.5,45.3,2020,HDS-3,34.8,N,,,,
2021,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Sacramento,49,1537386,1537386.0,Population,2018,2177,725.7,Deaths,2017-2019,100000,47.2,Crude Death Rate,43.1,Age-Adjusted Death Rate,41.3,44.9,2020,HDS-3,34.8,N,,,,
